# CDC Weekly counts of deaths by state and select causes
# 2019 - 2021
# export of https://data.cdc.gov/NCHS/Weekly-Counts-of-Deaths-by-State-and-Select-Causes/muzy-jte6
# Last update 11-20-2021
# Column 1 and Columns after S of the raw CDC data removed for clarity.

Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)"
New York City,2020,20,5/16/2020,1603,1529,14,190,32,12,30,28,,10,16,384,40,618,554
New York City,2020,21,5/23/2020,1310,1217,,207,23,17,26,26,18,10,18,301,30,417,369
New York City,2020,22,5/30/2020,1166,1078,,207,25,10,19,21,10,,12,311,31,284,249
New York City,2020,23,6/6/2020,1114,1017,13,194,26,18,17,29,,,14,320,30,196,171
New York City,2020,24,6/13/2020,1097,1014,20,219,26,24,31,24,10,,12,302,42,141,110
New York City,2020,25,6/20/2020,990,922,16,193,27,15,30,23,,17,,322,27,90,65
New York City,2020,26,6/27/2020,1073,983,15,207,30,15,20,26,,,14,353,35,75,55
New York City,2020,27,7/4/2020,990,908,,227,31,18,26,20,12,10,16,307,36,53,36
New York City,2020,28,7/11/2020,1027,921,15,206,39,18,27,24,,,15,322,38,43,32
New York City,2020,29,7/18/2020,969,887,,217,38,15,17,32,,,16,282,30,53,35
New York City,2020,30,7/25/2020,1020,922,10,220,38,12,19,29,,,22,302,36,46,31
New York City,2020,31,8/1/2020,985,885,13,209,21,11,30,27,12,10,15,303,36,35,22
New York City,2020,32,8/8/2020,964,876,12,186,27,12,24,23,,,15,315,50,24,19
New York City,2020,33,8/15/2020,987,904,20,213,21,13,23,31,19,12,16,277,40,29,20
New York City,2020,34,8/22/2020,965,889,13,243,32,15,26,25,11,11,16,253,33,24,16
New York City,2020,35,8/29/2020,997,915,14,217,31,14,16,17,11,16,14,273,32,19,15
New York City,2020,36,9/5/2020,971,873,16,223,38,13,34,29,13,15,14,257,36,23,16
New York City,2020,37,9/12/2020,963,865,,208,27,18,20,25,13,12,14,275,40,18,11
New York City,2020,38,9/19/2020,1006,920,10,238,27,12,27,22,19,13,11,269,35,26,21
New York City,2020,39,9/26/2020,988,904,12,199,41,26,32,27,15,,13,283,39,20,15
New York City,2020,40,10/3/2020,968,879,17,192,31,18,19,32,10,,15,266,41,35,28
New York City,2020,41,10/10/2020,1015,937,,224,35,21,18,26,14,17,16,288,42,24,16
New York City,2020,42,10/17/2020,1045,957,,252,30,16,20,25,12,23,13,294,33,40,35
New York City,2020,43,10/24/2020,1039,930,12,225,29,20,26,24,,16,,260,46,28,26
New York City,2020,44,10/31/2020,1066,976,11,234,46,22,27,27,,12,13,303,38,41,37
New York City,2020,45,11/7/2020,1154,1052,13,221,35,26,29,29,13,15,11,340,43,70,60
New York City,2020,46,11/14/2020,1094,1000,,235,43,22,24,23,16,,12,289,34,55,45
New York City,2020,47,11/21/2020,1101,1021,16,228,49,23,23,25,18,17,11,310,38,68,60
New York City,2020,48,11/28/2020,1070,989,10,224,36,24,26,34,12,21,,259,46,74,62
New York City,2020,49,12/5/2020,1160,1078,10,224,39,19,21,27,14,16,16,328,52,133,120
New York City,2020,50,12/12/2020,1233,1143,13,211,39,26,36,36,12,10,25,333,46,171,152
New York City,2020,51,12/19/2020,1340,1266,15,244,53,21,23,32,18,,21,361,42,224,205
New York City,2020,52,12/26/2020,1428,1341,18,211,36,21,38,24,23,,31,393,57,267,247
New York City,2020,53,1/2/2021,1415,1307,11,207,37,35,37,31,12,,24,356,40,297,278
New York City,2021,1,1/9/2021,1508,1399,17,218,35,29,37,39,23,11,12,356,49,376,351
New York City,2021,2,1/16/2021,1491,1388,16,233,49,21,32,27,,19,17,337,49,409,382
New York City,2021,3,1/23/2021,1578,1501,11,214,38,27,35,28,18,14,16,350,37,493,465
New York City,2021,4,1/30/2021,1599,1516,16,214,48,24,30,29,14,12,19,383,39,515,471
New York City,2021,5,2/6/2021,1564,1460,15,183,36,36,26,25,15,17,14,361,46,493,461
New York City,2021,6,2/13/2021,1623,1541,,254,48,24,29,31,,17,26,352,48,510,471
New York City,2021,7,2/20/2021,1556,1468,15,192,55,25,39,31,,,20,349,53,466,430
New York City,2021,8,2/27/2021,1549,1460,23,204,30,20,30,32,14,10,22,382,32,458,414
New York City,2021,9,3/6/2021,1446,1352,10,214,47,24,46,30,11,,17,362,43,383,358
New York City,2021,10,3/13/2021,1427,1321,14,208,27,31,32,24,18,18,20,310,36,401,373
New York City,2021,11,3/20/2021,1370,1286,14,210,40,27,36,33,13,14,23,340,45,292,272
New York City,2021,12,3/27/2021,1443,1351,,237,29,31,34,28,15,18,29,325,39,347,331
New York City,2021,13,4/3/2021,1379,1295,18,212,32,18,28,21,14,17,36,307,42,345,314
New York City,2021,14,4/10/2021,1319,1233,14,196,36,23,34,29,14,17,29,312,49,305,276
New York City,2021,15,4/17/2021,1175,1104,,182,32,24,23,33,10,12,31,295,44,241,222
New York City,2021,16,4/24/2021,1255,1163,17,226,27,16,32,26,14,,23,324,38,230,205
New York City,2021,17,5/1/2021,1165,1086,14,213,36,16,28,26,,10,14,302,43,188,170
New York City,2021,18,5/8/2021,1129,1051,14,212,31,25,23,19,10,13,26,299,37,167,145
New York City,2021,19,5/15/2021,1162,1089,13,221,42,24,25,20,13,,31,304,39,141,119
New York City,2021,20,5/22/2021,1141,1052,24,231,19,15,21,30,19,14,31,317,39,84,65
New York City,2021,21,5/29/2021,1014,933,19,200,26,20,27,20,10,,41,275,44,57,47
New York City,2021,22,6/5/2021,1050,991,14,218,34,12,25,23,16,18,61,306,33,47,37
New York City,2021,23,6/12/2021,969,897,19,215,22,17,31,29,10,,37,273,29,32,28
New York City,2021,24,6/19/2021,1030,970,19,219,32,21,29,25,19,16,37,275,39,46,31
New York City,2021,25,6/26/2021,1010,959,16,211,25,16,15,18,12,12,47,306,48,26,20
New York City,2021,26,7/3/2021,1057,986,23,216,25,18,27,40,10,11,61,297,42,27,19
New York City,2021,27,7/10/2021,1004,946,24,202,27,11,35,23,14,16,68,285,41,12,
New York City,2021,28,7/17/2021,993,948,12,241,22,20,34,22,14,,64,255,32,25,18
New York City,2021,29,7/24/2021,953,904,17,201,24,15,30,27,,12,70,249,37,21,16
New York City,2021,30,7/31/2021,1012,968,21,238,21,16,30,29,15,,82,255,38,30,22
New York City,2021,31,8/7/2021,1113,1056,18,265,25,20,23,21,10,12,94,283,54,50,44
New York City,2021,32,8/14/2021,1061,1002,19,219,36,14,21,23,12,14,90,269,32,56,51
New York City,2021,33,8/21/2021,1091,1055,15,224,24,24,27,27,14,19,77,313,47,67,61
New York City,2021,34,8/28/2021,1097,1060,18,220,24,13,37,20,12,,87,315,29,70,67
New York City,2021,35,9/4/2021,1137,1081,17,230,25,22,24,24,10,15,108,307,40,86,76
New York City,2021,36,9/11/2021,1165,1099,20,212,31,21,35,27,17,14,102,305,49,100,89
New York City,2021,37,9/18/2021,1062,1023,17,211,24,19,38,24,13,12,107,241,43,72,63
New York City,2021,38,9/25/2021,1126,1080,13,221,31,19,24,24,10,14,76,314,38,92,84
New York City,2021,39,10/2/2021,1153,1095,18,234,40,15,33,28,10,12,82,293,44,84,78
New York City,2021,40,10/9/2021,1098,1041,19,230,26,20,27,18,12,15,91,262,40,80,72
New York City,2021,41,10/16/2021,1002,964,16,216,36,18,26,20,14,12,85,266,30,53,45
New York City,2021,42,10/23/2021,977,919,13,230,25,16,22,29,14,,72,263,36,58,54
New York City,2021,43,10/30/2021,1102,945,12,240,36,18,35,27,17,13,87,306,41,52,42
New York City,2021,44,11/6/2021,952,743,14,186,32,17,31,18,10,,95,285,27,41,33
North Carolina,2020,1,1/4/2020,2003,1835,37,378,64,90,44,137,36,56,22,415,102,0,0
North Carolina,2020,2,1/11/2020,1984,1803,30,401,57,98,58,119,39,39,13,374,106,0,0
North Carolina,2020,3,1/18/2020,1902,1759,30,404,59,86,51,135,31,26,13,361,103,0,0
North Carolina,2020,4,1/25/2020,1994,1809,28,420,60,80,48,120,38,51,18,397,119,0,0
North Carolina,2020,5,2/1/2020,1982,1815,41,381,55,106,50,122,34,25,,393,120,0,0
North Carolina,2020,6,2/8/2020,2052,1847,32,416,65,106,54,119,39,49,11,413,118,0,0
North Carolina,2020,7,2/15/2020,2059,1882,34,399,54,89,76,129,33,53,10,383,127,0,0
North Carolina,2020,8,2/22/2020,1924,1779,33,404,64,92,68,116,25,41,17,380,118,,
North Carolina,2020,9,2/29/2020,1972,1803,38,399,60,95,64,118,37,39,16,389,107,0,0
North Carolina,2020,10,3/7/2020,2032,1826,34,397,58,102,51,117,30,42,12,409,113,,
North Carolina,2020,11,3/14/2020,2024,1848,34,417,65,93,44,115,35,40,17,423,109,,
North Carolina,2020,12,3/21/2020,2051,1841,30,386,67,105,50,111,39,47,,405,108,,0
North Carolina,2020,13,3/28/2020,1876,1691,22,336,72,88,65,94,33,41,10,367,105,12,
North Carolina,2020,14,4/4/2020,2023,1851,48,391,63,93,56,112,29,33,20,407,105,44,41
North Carolina,2020,15,4/11/2020,2016,1829,45,373,62,89,48,106,39,33,14,401,101,61,58
North Carolina,2020,16,4/18/2020,2028,1833,17,335,70,107,28,121,24,43,18,375,116,138,123
North Carolina,2020,17,4/25/2020,2103,1924,28,409,72,108,41,101,33,48,19,380,111,121,113
North Carolina,2020,18,5/2/2020,1947,1755,28,354,64,82,31,92,26,38,16,377,92,120,111
North Carolina,2020,19,5/9/2020,2058,1830,31,362,74,92,30,90,28,36,22,382,107,119,114
North Carolina,2020,20,5/16/2020,2033,1820,22,409,65,83,22,85,23,31,19,393,100,103,90
North Carolina,2020,21,5/23/2020,2057,1862,22,393,66,97,35,106,37,33,,400,101,109,95
North Carolina,2020,22,5/30/2020,1975,1789,37,343,60,90,31,81,35,42,19,381,82,161,142
North Carolina,2020,23,6/6/2020,1959,1765,32,377,62,94,22,108,23,45,17,318,104,128,114
North Carolina,2020,24,6/13/2020,1872,1679,24,371,43,83,22,78,37,37,13,362,86,112,93
North Carolina,2020,25,6/20/2020,1937,1744,26,350,64,72,24,91,35,40,20,390,110,102,88
North Carolina,2020,26,6/27/2020,1945,1728,32,366,66,88,22,76,33,41,17,392,97,104,94
North Carolina,2020,27,7/4/2020,1995,1800,22,409,82,91,21,84,33,36,15,410,100,103,87
North Carolina,2020,28,7/11/2020,1977,1762,28,331,56,91,31,80,31,36,18,355,112,130,121
North Carolina,2020,29,7/18/2020,2027,1779,21,378,71,79,17,88,21,52,23,386,112,154,144
North Carolina,2020,30,7/25/2020,2147,1943,33,386,89,80,20,85,24,39,26,382,132,187,178
North Carolina,2020,31,8/1/2020,2080,1860,26,360,73,92,19,88,29,27,12,378,108,214,195
North Carolina,2020,32,8/8/2020,2054,1859,38,379,61,95,32,73,26,37,15,411,112,193,179
North Carolina,2020,33,8/15/2020,2153,1941,30,408,71,99,30,76,30,44,10,372,103,212,191
North Carolina,2020,34,8/22/2020,2113,1893,37,416,68,83,18,96,33,44,15,356,100,215,191
North Carolina,2020,35,8/29/2020,2065,1888,29,382,71,86,24,85,32,41,17,378,111,191,172
North Carolina,2020,36,9/5/2020,2163,1949,33,397,74,95,30,96,36,36,17,396,129,212,191
North Carolina,2020,37,9/12/2020,2119,1933,31,396,71,79,16,97,29,30,13,398,107,204,181
North Carolina,2020,38,9/19/2020,2256,2062,34,417,88,82,29,99,25,39,15,435,115,229,205
North Carolina,2020,39,9/26/2020,2066,1899,37,366,65,94,24,106,33,38,19,363,116,202,189
North Carolina,2020,40,10/3/2020,2027,1836,22,406,77,80,23,98,24,38,14,352,103,191,162
North Carolina,2020,41,10/10/2020,2110,1936,26,408,64,78,38,87,29,38,16,366,114,209,188
North Carolina,2020,42,10/17/2020,2124,1941,38,383,63,81,22,98,23,43,29,371,114,216,191
North Carolina,2020,43,10/24/2020,2125,1936,33,396,79,75,19,106,35,36,22,393,118,218,204
North Carolina,2020,44,10/31/2020,2145,1981,27,399,77,81,24,83,32,32,17,389,102,273,254
North Carolina,2020,45,11/7/2020,2365,2161,33,404,74,93,32,104,42,60,10,451,121,292,262
North Carolina,2020,46,11/14/2020,2219,2020,27,396,70,84,31,93,29,52,19,360,114,287,266
North Carolina,2020,47,11/21/2020,2160,1988,26,383,60,65,21,79,25,39,18,414,124,282,251
North Carolina,2020,48,11/28/2020,2304,2112,23,391,77,98,28,107,31,45,18,409,102,329,293
North Carolina,2020,49,12/5/2020,2365,2175,33,360,82,90,28,87,27,42,29,437,121,368,323
North Carolina,2020,50,12/12/2020,2444,2276,43,380,77,78,46,107,40,38,23,427,116,485,433
North Carolina,2020,51,12/19/2020,2564,2412,36,389,80,118,33,100,47,44,23,432,115,591,535
North Carolina,2020,52,12/26/2020,2654,2443,28,374,67,94,36,78,27,42,36,456,113,623,567
North Carolina,2020,53,1/2/2021,2831,2635,32,423,94,107,30,95,29,46,25,411,132,753,691
North Carolina,2021,1,1/9/2021,2928,2707,28,380,77,117,37,102,34,36,31,473,116,806,741
North Carolina,2021,2,1/16/2021,3001,2793,38,384,76,114,29,104,37,54,24,460,147,900,816
North Carolina,2021,3,1/23/2021,2873,2699,45,360,93,113,20,106,32,51,33,427,120,863,789
North Carolina,2021,4,1/30/2021,2863,2663,37,396,79,98,18,94,35,60,22,481,125,747,669
North Carolina,2021,5,2/6/2021,2632,2417,40,399,69,110,33,83,35,46,25,425,123,595,516
North Carolina,2021,6,2/13/2021,2523,2316,34,377,70,87,28,103,31,44,30,416,132,510,448
North Carolina,2021,7,2/20/2021,2427,2234,25,407,76,88,37,93,34,52,16,464,117,368,313
North Carolina,2021,8,2/27/2021,2218,2026,22,376,68,82,25,80,32,54,23,397,116,283,242
North Carolina,2021,9,3/6/2021,2123,1931,25,419,69,80,35,85,30,35,29,413,115,188,160
North Carolina,2021,10,3/13/2021,2033,1854,27,385,64,88,31,83,32,41,31,396,105,151,124
North Carolina,2021,11,3/20/2021,1999,1795,29,354,67,67,25,86,31,54,30,407,99,136,108
North Carolina,2021,12,3/27/2021,1982,1800,36,396,69,83,23,73,28,49,27,381,105,122,103
North Carolina,2021,13,4/3/2021,1919,1734,27,359,77,64,32,79,31,43,31,352,101,109,91
North Carolina,2021,14,4/10/2021,2078,1854,34,394,90,91,24,93,32,43,21,362,107,97,77
North Carolina,2021,15,4/17/2021,1961,1726,22,362,76,67,26,73,28,47,35,383,111,104,89
North Carolina,2021,16,4/24/2021,2003,1788,22,398,74,73,22,83,28,38,31,376,126,115,96
North Carolina,2021,17,5/1/2021,2025,1827,14,407,84,67,26,73,29,35,23,404,105,114,89
North Carolina,2021,18,5/8/2021,2037,1848,21,405,76,80,27,88,25,36,29,412,109,126,109
North Carolina,2021,19,5/15/2021,1951,1752,26,409,75,68,20,82,32,42,27,366,91,107,96
North Carolina,2021,20,5/22/2021,1913,1724,32,346,76,75,23,81,28,41,31,355,103,114,100
North Carolina,2021,21,5/29/2021,1980,1778,35,385,69,65,22,104,37,47,36,383,98,102,87
North Carolina,2021,22,6/5/2021,1940,1649,31,384,64,64,26,92,37,34,46,366,84,74,64
North Carolina,2021,23,6/12/2021,1912,1636,36,373,63,73,17,72,27,42,53,402,89,68,55
North Carolina,2021,24,6/19/2021,1901,1654,24,407,74,56,30,84,37,38,39,376,94,49,42
North Carolina,2021,25,6/26/2021,1857,1608,42,360,82,64,23,71,41,45,32,339,86,62,49
North Carolina,2021,26,7/3/2021,1636,1338,25,324,56,80,15,62,22,24,37,325,94,42,36
North Carolina,2021,27,7/10/2021,1289,1004,24,251,50,44,12,68,18,17,34,248,48,38,28
North Carolina,2021,28,7/17/2021,1378,1115,12,273,40,48,12,72,15,16,34,272,60,49,38
North Carolina,2021,29,7/24/2021,1440,1152,18,260,47,50,15,77,24,20,43,267,86,73,63
North Carolina,2021,30,7/31/2021,1429,1155,27,253,38,56,13,51,27,31,45,263,71,116,103
North Carolina,2021,31,8/7/2021,1046,834,,198,28,42,10,36,14,14,61,167,45,146,137
North Carolina,2021,32,8/14/2021,1048,857,,172,21,36,16,24,,,56,156,38,228,218
North Carolina,2021,33,8/21/2021,1284,1042,,185,39,27,,40,12,10,66,166,37,368,356
North Carolina,2021,34,8/28/2021,1415,1144,12,186,30,43,12,34,12,20,76,177,45,438,427
North Carolina,2021,35,9/4/2021,1321,1168,,167,23,38,11,23,10,10,77,140,25,537,517
North Carolina,2021,36,9/11/2021,1299,1168,,149,21,31,,26,,,85,141,42,534,509
North Carolina,2021,37,9/18/2021,1376,1227,,150,20,49,10,32,12,17,69,121,41,598,576
North Carolina,2021,38,9/25/2021,1303,1166,,134,21,30,,37,11,11,79,145,46,536,519
North Carolina,2021,39,10/2/2021,1208,1061,,156,18,38,10,26,,14,92,142,51,455,432
North Carolina,2021,40,10/9/2021,1166,1005,,169,19,42,10,33,,13,73,150,41,364,350
North Carolina,2021,41,10/16/2021,989,776,,155,13,33,,26,12,17,72,119,31,245,231
North Carolina,2021,42,10/23/2021,884,630,,153,14,27,,22,,,82,124,49,172,158
North Carolina,2021,43,10/30/2021,637,381,,117,17,28,,23,,,66,94,36,69,64
North Carolina,2021,44,11/6/2021,441,130,,99,,22,,19,,,44,62,35,27,22
North Dakota,2020,1,1/4/2020,149,139,,31,,,,,,,,32,,0,0
North Dakota,2020,2,1/11/2020,151,137,,26,,,,,0,,,33,12,0,0
North Dakota,2020,3,1/18/2020,171,158,,32,,12,,,,,,35,11,0,0
North Dakota,2020,4,1/25/2020,147,131,,24,,10,,10,,0,,22,10,0,0
North Dakota,2020,5,2/1/2020,130,118,,27,,12,,,,,,26,,0,0
North Dakota,2020,6,2/8/2020,138,126,,21,,,,,,,0,26,,0,0
North Dakota,2020,7,2/15/2020,148,133,,17,,15,,,,,,40,,0,0
North Dakota,2020,8,2/22/2020,176,166,,38,,12,,11,,,,40,10,0,0
North Dakota,2020,9,2/29/2020,152,139,,29,,,,,,,,30,,0,0
North Dakota,2020,10,3/7/2020,171,159,,30,,,,15,,0,,41,,0,0
North Dakota,2020,11,3/14/2020,148,136,,31,,,,,,,,22,11,0,0
North Dakota,2020,12,3/21/2020,150,143,,30,,,11,14,,,,27,,0,0
North Dakota,2020,13,3/28/2020,119,115,,20,,,10,,,,,28,,,
North Dakota,2020,14,4/4/2020,140,127,,18,,10,,,,,,31,,,
North Dakota,2020,15,4/11/2020,158,142,,21,,,,,0,,,35,12,,
North Dakota,2020,16,4/18/2020,157,147,,26,11,12,,,,,,28,,,
North Dakota,2020,17,4/25/2020,158,140,,30,,,,,,,,25,,11,10
North Dakota,2020,18,5/2/2020,148,136,,24,,,,,,,,22,,,
North Dakota,2020,19,5/9/2020,141,127,,13,,,,10,,,0,35,,11,10
North Dakota,2020,20,5/16/2020,153,142,,25,,,,,,0,,33,,14,13
North Dakota,2020,21,5/23/2020,140,124,,20,,,,,,,,33,,10,
North Dakota,2020,22,5/30/2020,143,124,,27,,,,,,0,,31,,14,13
North Dakota,2020,23,6/6/2020,161,143,,36,,,,,,,,25,10,,
North Dakota,2020,24,6/13/2020,143,130,,27,,,0,,,,0,28,10,,
North Dakota,2020,25,6/20/2020,142,132,,22,,,,,,,,30,,,
North Dakota,2020,26,6/27/2020,131,122,,29,,,,,,,,20,,,
North Dakota,2020,27,7/4/2020,117,106,0,22,,10,,,0,0,0,18,,,
North Dakota,2020,28,7/11/2020,135,123,,23,,,,,,,0,24,,,
North Dakota,2020,29,7/18/2020,134,125,0,23,,,,,,,,33,,,
North Dakota,2020,30,7/25/2020,132,118,,27,,,,,,,0,31,,10,
North Dakota,2020,31,8/1/2020,139,118,,22,,,,,,,,23,,,
North Dakota,2020,32,8/8/2020,154,136,,34,,10,,,,,,28,,,
North Dakota,2020,33,8/15/2020,136,122,,22,,,,,0,,,29,,14,14
North Dakota,2020,34,8/22/2020,132,121,,27,,,,,,,,30,10,,
North Dakota,2020,35,8/29/2020,141,121,,28,,,0,,0,,,29,,,
North Dakota,2020,36,9/5/2020,163,150,,28,,10,,,,,0,33,,14,11
North Dakota,2020,37,9/12/2020,143,130,,27,,10,,,,,,29,12,12,10
North Dakota,2020,38,9/19/2020,165,147,,20,,,,13,,,,32,,17,16
North Dakota,2020,39,9/26/2020,178,163,,29,,,,,,0,,29,,46,44
North Dakota,2020,40,10/3/2020,197,184,,33,,,,17,,,0,27,,59,52
North Dakota,2020,41,10/10/2020,239,218,,39,,,,,,0,,39,,70,64
North Dakota,2020,42,10/17/2020,223,210,,36,,14,,,,,,31,,59,52
North Dakota,2020,43,10/24/2020,195,179,,19,,,,,0,,0,27,,67,58
North Dakota,2020,44,10/31/2020,246,224,,25,,11,,,,,,38,,89,84
North Dakota,2020,45,11/7/2020,269,252,,27,,,,10,0,,,35,,117,105
North Dakota,2020,46,11/14/2020,255,244,0,27,,10,,,,,0,33,,130,119
North Dakota,2020,47,11/21/2020,273,262,,23,,,,,,,,33,,139,131
North Dakota,2020,48,11/28/2020,248,240,,22,,,,,,,,27,,126,113
North Dakota,2020,49,12/5/2020,283,267,0,28,,,,,,,0,36,,140,127
North Dakota,2020,50,12/12/2020,231,218,,37,,,,,,,0,28,,94,83
North Dakota,2020,51,12/19/2020,200,187,0,27,,,,,,,,30,,73,65
North Dakota,2020,52,12/26/2020,200,179,,27,,10,,,0,,,20,,62,59
North Dakota,2020,53,1/2/2021,163,149,,22,,,,,,,0,28,,32,30
North Dakota,2021,1,1/9/2021,157,142,,22,,,,,,,,33,,29,26
North Dakota,2021,2,1/16/2021,153,140,,28,,12,,,0,,,28,,27,25
North Dakota,2021,3,1/23/2021,140,130,,21,,,0,,,,0,30,,17,14
North Dakota,2021,4,1/30/2021,147,127,,18,,,,,,,,29,,15,13
North Dakota,2021,5,2/6/2021,157,141,,33,,,,,,,0,26,,15,10
North Dakota,2021,6,2/13/2021,119,105,,23,,,,,0,,,25,,,
North Dakota,2021,7,2/20/2021,131,125,,25,,,,,,,,23,,,
North Dakota,2021,8,2/27/2021,162,145,,27,,,,,,,0,34,10,10,
North Dakota,2021,9,3/6/2021,154,138,,26,,,,,,,0,32,,13,
North Dakota,2021,10,3/13/2021,135,127,,28,,,,,,,0,27,10,,
North Dakota,2021,11,3/20/2021,142,133,,20,,10,,,,,,30,10,0,0
North Dakota,2021,12,3/27/2021,144,128,,32,,,,,,,,26,,,
North Dakota,2021,13,4/3/2021,139,122,,25,,10,,,,,,27,10,,
North Dakota,2021,14,4/10/2021,135,121,,28,,,0,,,,,25,,,
North Dakota,2021,15,4/17/2021,145,138,,37,,,0,,,,,24,,13,10
North Dakota,2021,16,4/24/2021,126,114,,30,,,,,0,,0,26,,,
North Dakota,2021,17,5/1/2021,144,129,,28,,,,,,,,28,,13,10
North Dakota,2021,18,5/8/2021,145,129,,25,,,,,,,,29,,,
North Dakota,2021,19,5/15/2021,138,130,,25,,,,,,0,,28,,,
North Dakota,2021,20,5/22/2021,156,134,,28,,10,,,,0,,31,,,
North Dakota,2021,21,5/29/2021,123,114,,20,,,,,,,,27,,,
North Dakota,2021,22,6/5/2021,147,128,,32,,,,11,,0,,29,,,
North Dakota,2021,23,6/12/2021,139,125,,21,,,,,,,0,37,,,
North Dakota,2021,24,6/19/2021,127,114,,24,,,,12,0,,,37,,,
North Dakota,2021,25,6/26/2021,149,136,,22,,,,,,0,,36,13,,
North Dakota,2021,26,7/3/2021,147,134,,30,,,,,,,,40,,,
North Dakota,2021,27,7/10/2021,141,126,,27,,,,,,,,32,,,
North Dakota,2021,28,7/17/2021,126,116,,26,,,,,,,,33,,,
North Dakota,2021,29,7/24/2021,138,122,,23,,,,,,,,29,,,
North Dakota,2021,30,7/31/2021,129,112,,22,,,,,,0,0,27,,,
North Dakota,2021,31,8/7/2021,126,108,0,20,,,,,,,,21,,,
North Dakota,2021,32,8/14/2021,140,124,,27,,,,,,,,22,,,
North Dakota,2021,33,8/21/2021,142,121,,30,,,,,,,,22,,10,
North Dakota,2021,34,8/28/2021,138,128,,25,,,,,,,,27,,,
North Dakota,2021,35,9/4/2021,137,131,,20,,,,,0,,,21,,10,
North Dakota,2021,36,9/11/2021,156,143,,32,,,,,,,10,28,,20,19
North Dakota,2021,37,9/18/2021,175,158,,24,,,,,,,,28,,20,19
North Dakota,2021,38,9/25/2021,164,156,,28,,,,,,,,28,,24,21
North Dakota,2021,39,10/2/2021,180,167,0,35,,,,10,,,,29,,35,29
North Dakota,2021,40,10/9/2021,169,157,,21,,,,,,,,24,,41,35
North Dakota,2021,41,10/16/2021,195,141,,29,,,,,,,,26,,53,47
North Dakota,2021,42,10/23/2021,181,108,,22,,,,,,,,29,,57,52
North Dakota,2021,43,10/30/2021,117,57,,16,,,,,,,,19,,29,27
North Dakota,2021,44,11/6/2021,53,,0,13,,,,,,0,,10,,,
Ohio,2020,1,1/4/2020,2542,2328,38,468,61,103,55,146,48,40,39,663,131,0,0
Ohio,2020,2,1/11/2020,2615,2415,43,508,88,100,59,176,50,46,42,593,137,0,0
Ohio,2020,3,1/18/2020,2477,2273,49,490,72,90,54,159,44,46,32,580,144,0,0
Ohio,2020,4,1/25/2020,2564,2384,53,495,70,125,39,174,48,54,38,583,130,0,0
Ohio,2020,5,2/1/2020,2493,2284,41,517,78,97,46,144,40,41,38,602,139,0,0
Ohio,2020,6,2/8/2020,2533,2317,42,462,85,111,54,163,32,45,40,618,142,0,0
Ohio,2020,7,2/15/2020,2495,2308,43,459,82,98,66,173,47,40,37,614,144,0,0
Ohio,2020,8,2/22/2020,2527,2315,39,489,79,107,58,141,41,47,28,610,134,0,0
Ohio,2020,9,2/29/2020,2461,2260,45,478,68,111,57,145,48,37,37,575,143,0,0
Ohio,2020,10,3/7/2020,2509,2268,34,496,73,125,51,137,52,43,30,590,123,0,0
Ohio,2020,11,3/14/2020,2555,2309,45,456,82,104,77,183,52,38,32,570,147,,
Ohio,2020,12,3/21/2020,2520,2318,43,479,71,120,58,163,51,45,41,598,124,,
Ohio,2020,13,3/28/2020,2511,2338,33,472,95,116,76,159,44,40,30,591,128,45,40
Ohio,2020,14,4/4/2020,2572,2384,41,427,97,131,45,171,37,37,22,569,126,118,115
Ohio,2020,15,4/11/2020,2633,2434,49,449,83,131,51,160,48,50,28,557,145,181,164
Ohio,2020,16,4/18/2020,2656,2490,48,447,78,139,46,142,45,46,42,524,165,277,258
Ohio,2020,17,4/25/2020,2835,2623,44,483,94,136,31,125,62,46,42,590,131,300,274
Ohio,2020,18,5/2/2020,2737,2498,43,430,93,117,37,130,45,41,27,556,133,328,309
Ohio,2020,19,5/9/2020,2616,2397,32,446,92,99,35,120,40,43,22,587,121,298,272
Ohio,2020,20,5/16/2020,2685,2440,47,432,86,117,42,131,41,37,29,586,122,266,245
Ohio,2020,21,5/23/2020,2664,2403,49,474,81,113,26,113,26,48,27,593,128,275,250
Ohio,2020,22,5/30/2020,2530,2229,34,474,79,92,32,119,30,30,31,537,125,188,173
Ohio,2020,23,6/6/2020,2597,2280,40,465,83,83,23,121,45,43,24,574,112,192,174
Ohio,2020,24,6/13/2020,2421,2145,38,428,85,91,29,96,40,32,36,559,123,134,112
Ohio,2020,25,6/20/2020,2404,2138,29,426,67,109,32,100,32,41,30,543,124,113,94
Ohio,2020,26,6/27/2020,2429,2163,37,486,70,103,18,126,43,40,26,511,121,108,83
